nsys profile -t cuda,nvtx --stats=true

NOTICE: Existing SQLite export found: report2.sqlite
        It is assumed file was previously exported from: report2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.0           524341       1631      321.5      263.0       178      20681        816.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/qkv/CONSTANT_0                            
      0.0           521314       1631      319.6      266.0       186      18768        795.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/proj/CONSTANT_0                                  
      0.0           518833       1631      318.1      262.0       172      18214        740.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/qkv/CONSTANT_0                             
      0.0           515879       1631      316.3      270.0       201      19825        651.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/proj/CONSTANT_0                                 
      0.0           515591       1631      316.1      271.0       194      20690        621.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/proj/CONSTANT_0                                  
      0.0           515322       1631      316.0      263.0       171      22079        811.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/qkv/CONSTANT_0                            
      0.0           513683       1631      314.9      262.0       171      23595        725.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/dense/CONSTANT_0                          
      0.0           511699       1631      313.7      269.0       181      20817        693.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/proj/CONSTANT_0                                  
      0.0           509926       1631      312.6      256.0       171      22453        751.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/dense/CONSTANT_0                          
      0.0           509163       1631      312.2      269.0       183      15033        494.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/CONSTANT_0                                 
      0.0           505715       1631      310.1      265.0       190      17351        630.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/CONSTANT_0                                 
      0.0           503427       1631      308.7      268.0       183      19116        614.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/proj/CONSTANT_0                                  
      0.0           503096       1631      308.5      259.0       168      18035        698.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/qkv/CONSTANT_0                             
      0.0           502966       1631      308.4      257.0       170      17874        743.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/fc/CONSTANT_0                                   
      0.0           502484       1631      308.1      267.0       194      18763        673.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/proj/CONSTANT_0                                 
      0.0           502261       1631      307.9      267.0       185      18041        639.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/proj/CONSTANT_0                                 
      0.0           501979       1631      307.8      263.0       179      18906        642.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/qkv/CONSTANT_0                             
      0.0           501959       1631      307.8      270.0       185      13294        484.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/proj/CONSTANT_0                                 
      0.0           500430       1631      306.8      269.0       185      16661        566.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/proj/CONSTANT_0                                 
      0.0           499102       1631      306.0      269.0       185      19908        542.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/CONSTANT_0                                
      0.0           497268       1631      304.9      255.0       171      12963        542.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/dense/CONSTANT_0                           
      0.0           496595       1631      304.5      268.0       177      15764        476.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/dense/CONSTANT_0                           
      0.0           496469       1631      304.4      259.0       172      29890        812.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/fc/CONSTANT_0                                   
      0.0           496448       1631      304.4      271.0       187      23803        590.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/proj/CONSTANT_0                                 
      0.0           496111       1631      304.2      265.0       177      12131        419.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/qkv/CONSTANT_0                             
      0.0           495175       1631      303.6      272.0       187      17280        539.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/proj/CONSTANT_0                                 
      0.0           494759       1631      303.3      259.0       175      17427        599.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/dense/CONSTANT_0                          
      0.0           494345       1631      303.1      262.0       176      19207        581.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/qkv/CONSTANT_0                            
      0.0           493972       1631      302.9      270.0       195      18759        467.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/proj/CONSTANT_0                                  
      0.0           493482       1631      302.6      266.0       181      17468        586.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/proj/CONSTANT_0                                  
      0.0           493245       1631      302.4      258.0       173      24839        743.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/fc/CONSTANT_0                                   
      0.0           493160       1631      302.4      258.0       169      18717        601.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/qkv/CONSTANT_0                            
      0.0           493137       1631      302.4      261.0       179      20214        587.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/fc/CONSTANT_0                                   
      0.0           491052       1631      301.1      262.0       183      17627        440.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/qkv/CONSTANT_0                             
      0.0           489524       1631      300.1      253.0       174      18856        627.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/dense/CONSTANT_0                          
      0.0           489524       1631      300.1      263.0       178      14783        510.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/qkv/CONSTANT_0                            
      0.0           488901       1631      299.8      261.0       175      19511        530.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/qkv/CONSTANT_0                            
      0.0           488754       1631      299.7      271.0       182       7857        266.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/CONSTANT_0                                
      0.0           488563       1631      299.5      261.0       167      28951        717.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/qkv/CONSTANT_0                            
      0.0           487495       1631      298.9      259.0       176      23489        617.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/fc/CONSTANT_0                                    
      0.0           486616       1631      298.4      268.0       196      11925        401.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/CONSTANT_0                                
      0.0           486033       1631      298.0      258.0       180      23225        578.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/dense/CONSTANT_0                          
      0.0           485495       1631      297.7      268.0       182      19041        474.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/CONSTANT_0                                 
      0.0           485335       1631      297.6      268.0       181      17395        434.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/CONSTANT_0                                
      0.0           485041       1631      297.4      265.0       173      17504        435.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/qkv/CONSTANT_0                            
      0.0           485003       1631      297.4      258.0       171      15424        551.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/fc/CONSTANT_0                                   
      0.0           484802       1631      297.2      264.0       178      18013        483.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/fc/CONSTANT_0                                    
      0.0           483224       1631      296.3      253.0       169      12649        498.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/dense/CONSTANT_0                          
      0.0           482102       1631      295.6      256.0       178      17936        471.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/qkv/CONSTANT_0                             
      0.0           481347       1631      295.1      270.0       170       5153        153.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/CONSTANT_0                                 
      0.0           481273       1631      295.1      262.0       178      12989        371.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/fc/CONSTANT_0                                    
      0.0           481132       1631      295.0      256.0       171      15248        543.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/dense/CONSTANT_0                          
      0.0           480587       1631      294.7      270.0       191       8005        210.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/CONSTANT_0                                 
      0.0           480467       1631      294.6      258.0       170      13240        438.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/dense/CONSTANT_0                           
      0.0           479472       1631      294.0      257.0       169      14064        399.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/qkv/CONSTANT_0                             
      0.0           478953       1631      293.7      260.0       177       9113        305.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/fc/CONSTANT_0                                    
      0.0           478557       1631      293.4      268.0       182       5000        157.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/proj/CONSTANT_0                                  
      0.0           478153       1631      293.2      269.0       191      14989        406.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/proj/CONSTANT_0                                 
      0.0           477759       1631      292.9      267.0       193      18247        451.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/CONSTANT_0                                
      0.0           477250       1631      292.6      258.0       168      22485        696.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/fc/CONSTANT_0                                   
      0.0           476888       1631      292.4      271.0       190       7336        194.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/proj/CONSTANT_0                                 
      0.0           476209       1631      292.0      265.0       187      25889        638.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/CONSTANT_0                                
      0.0           475907       1631      291.8      262.0       179      12382        347.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/fc/CONSTANT_0                                   
      0.0           474955       1631      291.2      268.0       182      10258        311.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/CONSTANT_0                                
      0.0           474578       1631      291.0      270.0       183      10225        299.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/proj/CONSTANT_0                                 
      0.0           473991       1631      290.6      258.0       170      14698        508.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/dense/CONSTANT_0                          
      0.0           473227       1631      290.1      261.0       176       6855        212.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/fc/CONSTANT_0                                    
      0.0           472361       1631      289.6      271.0       190       2336         93.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/CONSTANT_0                                 
      0.0           471411       1631      289.0      256.0       173      16911        420.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/qkv/CONSTANT_0                             
      0.0           471268       1631      288.9      260.0       169       7601        290.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/qkv/CONSTANT_0                            
      0.0           470481       1631      288.5      256.0       170      13816        461.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/fc/CONSTANT_0                                    
      0.0           469551       1631      287.9      270.0       191       6438        171.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/CONSTANT_0                                
      0.0           469299       1631      287.7      252.0       178      13826        347.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/dense/CONSTANT_0                           
      0.0           468587       1631      287.3      259.0       173      14322        379.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/fc/CONSTANT_0                                   
      0.0           468498       1631      287.2      241.0       141      54296       1414.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           468311       1631      287.1      255.0       174       9387        288.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/dense/CONSTANT_0                          
      0.0           468061       1631      287.0      267.0       174       7859        204.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/CONSTANT_0                                 
      0.0           467954       1631      286.9      258.0       172       8171        216.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/dense/CONSTANT_0                           
      0.0           467713       1631      286.8      259.0       172      13743        391.5  PushPop   TensorRT:BloomForCausalLM/lm_head/CONSTANT_0                                                        
      0.0           467630       1631      286.7      270.0       193        806         85.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/CONSTANT_0                                 
      0.0           467582       1631      286.7      266.0       192      15024        373.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/proj/CONSTANT_0                                 
      0.0           465463       1631      285.4      260.0       169       2269        119.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/dense/CONSTANT_0                           
      0.0           465394       1631      285.3      270.0       184        830         81.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/CONSTANT_0                                
      0.0           464071       1631      284.5      266.0       183        854         84.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/CONSTANT_0                                 
      0.0           463633       1631      284.3      251.0       170      12410        321.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/dense/CONSTANT_0                           
      0.0           463605       1631      284.2      269.0       191       1407         81.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/CONSTANT_0                                
      0.0           462359       1631      283.5      250.0       170      12150        311.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/dense/CONSTANT_0                           
      0.0           462067       1631      283.3      263.0       178       2319        102.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/fc/CONSTANT_0                                    
      0.0           462005       1631      283.3      267.0       187        760         82.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/proj/CONSTANT_0                                  
      0.0           461400       1631      282.9      256.0       172      17906        446.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/fc/CONSTANT_0                                   
      0.0           460072       1631      282.1      244.0       142      22421        826.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           459737       1631      281.9      237.0       171      18102        482.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/dense/CONSTANT_0                          
      0.0           458995       1631      281.4      259.0       170       7873        213.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/qkv/CONSTANT_0                            
      0.0           458599       1631      281.2      261.0       176       7711        207.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/fc/CONSTANT_0                                   
      0.0           458501       1631      281.1      260.0       169       7928        207.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/fc/CONSTANT_0                                   
      0.0           456906       1631      280.1      268.0       186       2135         90.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/CONSTANT_0                                
      0.0           456687       1631      280.0      267.0       182       2132         93.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/proj/CONSTANT_0                                 
      0.0           456537       1631      279.9      258.0       169       2284        109.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/dense/CONSTANT_0                           
      0.0           456491       1631      279.9      245.0       168       7942        270.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/dense/CONSTANT_0                          
      0.0           456143       1631      279.7      268.0       191       2296         89.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/proj/CONSTANT_0                                 
      0.0           455000       1631      279.0      259.0       176       5940        163.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/fc/CONSTANT_0                                   
      0.0           454901       1631      278.9      259.0       170       8171        213.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/fc/CONSTANT_0                                   
      0.0           454884       1631      278.9      261.0       176        997         87.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/qkv/CONSTANT_0                            
      0.0           454774       1631      278.8      256.0       170      11862        298.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/fc/CONSTANT_0                                    
      0.0           454282       1631      278.5      241.0       140      22475        820.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           453298       1631      277.9      260.0       181        992         83.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/qkv/CONSTANT_0                            
      0.0           453278       1631      277.9      267.0       183       2976         97.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/proj/CONSTANT_0                                 
      0.0           452509       1631      277.4      254.0       171       7436        196.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/dense/CONSTANT_0                           
      0.0           452416       1631      277.4      259.0       173       1186         87.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/fc/CONSTANT_0                                   
      0.0           452160       1631      277.2      258.0       175        785         87.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/qkv/CONSTANT_0                            
      0.0           451538       1631      276.8      240.0       145      35876        933.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           450522       1631      276.2      253.0       176       9673        248.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/dense/CONSTANT_0                          
      0.0           450176       1631      276.0      260.0       180        790         77.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/fc/CONSTANT_0                                    
      0.0           447320       1631      274.3      245.0       139      18048        650.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           446878       1631      274.0      260.0       171        880         83.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/qkv/CONSTANT_0                            
      0.0           445291       1631      273.0      244.0       142      17211        574.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           444720       1631      272.7      255.0       169       1049         87.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/dense/CONSTANT_0                          
      0.0           443980       1631      272.2      251.0       174       2313        102.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/dense/CONSTANT_0                          
      0.0           438559       1631      268.9      243.0       145      19182        568.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           438389       1631      268.8      243.0       139      18558        612.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           438285       1631      268.7      242.0       140      15400        558.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           437007       1631      267.9      244.0       145      18890        562.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           436239       1631      267.5      242.0       141      18667        591.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           436018       1631      267.3      244.0       145      17377        589.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           430624       1631      264.0      242.0       144      17788        545.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           429779       1631      263.5      243.0       143      12386        427.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           423428       1631      259.6      240.0       140      13363        493.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           423211       1631      259.5      242.0       140      15330        529.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           422710       1631      259.2      244.0       144       8102        279.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           422120       1631      258.8      245.0       139      15912        399.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           421380       1631      258.4      241.0       139      25465        631.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           420344       1631      257.7      248.0       147       5171        204.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           419761       1631      257.4      244.0       144       7875        268.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           416825       1631      255.6      241.0       143      18902        472.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           416163       1631      255.2      241.0       142      21419        534.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           415966       1631      255.0      243.0       142      13745        347.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           415207       1631      254.6      242.0       142      11628        333.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           413447       1631      253.5      242.0       142       7257        199.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           413099       1631      253.3      240.0       141      20384        509.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           412994       1631      253.2      244.0       144       9358        247.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           411691       1631      252.4      241.0       140      12614        350.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           409952       1631      251.4      241.0       145      17231        430.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           409534       1631      251.1      245.0       148       2251        111.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           407861       1631      250.1      245.0       143       8993        233.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           407809       1631      250.0      244.0       142       6937        194.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           406077       1631      249.0      241.0       142      11320        289.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           406027       1631      248.9      241.0       142       7811        258.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           405854       1631      248.8      239.0       142      17866        445.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           404759       1631      248.2      241.0       140      12909        326.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           403336       1631      247.3      241.0       145      11876        300.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           402083       1631      246.5      242.0       147        814         93.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           401579       1631      246.2      243.0       141       2407        118.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           400307       1631      245.4      240.0       143       4829        146.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           397402       1631      243.7      239.0       141       7369        208.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           395551       1631      242.5      242.0       143       2619        117.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           394565       1631      241.9      242.0       141        851         90.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           394378       1631      241.8      240.0       141       7974        208.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           394211       1631      241.7      241.0       140        887         91.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           391210       1631      239.9      240.0       141        913         90.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           388005       1631      237.9      240.0       146       2317         98.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0            87396         49     1783.6     1568.0      1341       5615        740.0  StartEnd  myelinBinaryGraphCreate                                                                             

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/osrt_sum.py]... 
SKIPPED: report2.sqlite does not contain OS Runtime trace data.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)     Med (ns)    Min (ns)   Max (ns)   StdDev (ns)                 Name               
 --------  ---------------  ---------  -----------  -----------  ---------  ---------  -----------  ----------------------------------
     62.6       6793150799       1631    4165021.9    3536828.0       8309   81844290    6664749.3  cudaEventSynchronize              
     13.1       1419554747     220165       6447.7       5670.0       3748   16233284      41187.8  cudaLaunchKernel                  
      8.3        895755820     159838       5604.1       4968.0       3499     496584       4198.8  cuLaunchKernel                    
      5.1        556351736         11   50577430.5      17246.0       5484  553427232  166777327.7  cudaHostAlloc                     
      3.6        394657402       3704     106549.0      11392.5       3008  353065393    5801046.3  cudaMemcpyAsync                   
      3.2        345280408          1  345280408.0  345280408.0  345280408  345280408          0.0  cudaMemPoolTrimTo_v11020          
      1.9        202684756         11   18425886.9       7810.0       4869  201410216   60689486.3  cudaFreeHost                      
      0.6         66894270       1801      37142.8       4742.0       1269   21655686     537731.4  cudaMallocAsync_v11020            
      0.6         64807615      81554        794.7        700.0        566      34018        702.8  cudaStreamIsCapturing_v10000      
      0.3         27457812         29     946821.1       8576.0        903   15537042    3071216.4  cudaFree                          
      0.2         17945067         12    1495422.3     189796.5      78687   15033282    4270752.9  cuLibraryUnload                   
      0.1         15159153         51     297238.3     275940.0     255553     893955      97419.9  cuModuleLoadData                  
