
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.0           482551       1631      295.9      174.0       137      65438       1714.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           480847       1631      294.8      214.0       166      17277        726.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/dense/CONSTANT_0                           
      0.0           479421       1631      293.9      212.0       148      19753        938.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/proj/CONSTANT_0                                 
      0.0           479052       1631      293.7      227.0       161      16076        596.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/fc/CONSTANT_0                                   
      0.0           476410       1631      292.1      209.0       148      55122       1383.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/CONSTANT_0                                 
      0.0           470736       1631      288.6      221.0       160      32099        966.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/CONSTANT_0                                
      0.0           466586       1631      286.1      214.0       166      15254        495.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/fc/CONSTANT_0                                   
      0.0           463132       1631      284.0      212.0       163      19699        674.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/qkv/CONSTANT_0                            
      0.0           461042       1631      282.7      212.0       164      12966        453.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/fc/CONSTANT_0                                    
      0.0           460764       1631      282.5      223.0       157      20926        664.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/CONSTANT_0                                
      0.0           454671       1631      278.8      208.0       164      16582        605.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/dense/CONSTANT_0                          
      0.0           454351       1631      278.6      216.0       166      17115        493.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/qkv/CONSTANT_0                            
      0.0           450973       1631      276.5      206.0       163      11599        480.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/fc/CONSTANT_0                                    
      0.0           450090       1631      276.0      223.0       164       3856        294.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/fc/CONSTANT_0                                   
      0.0           448483       1631      275.0      219.0       167      18260        622.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/qkv/CONSTANT_0                            
      0.0           447790       1631      274.5      215.0       167       7355        341.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/fc/CONSTANT_0                                    
      0.0           447339       1631      274.3      221.0       163       9479        379.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/qkv/CONSTANT_0                            
      0.0           446832       1631      274.0      230.0       167       4073        249.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/qkv/CONSTANT_0                            
      0.0           446162       1631      273.6      231.0       163      11125        408.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/dense/CONSTANT_0                          
      0.0           446086       1631      273.5      185.0       137      19092        680.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           445352       1631      273.1      210.0       163      13488        446.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/dense/CONSTANT_0                          
      0.0           444310       1631      272.4      221.0       167       4348        289.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/fc/CONSTANT_0                                   
      0.0           444064       1631      272.3      209.0       164      17644        518.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/qkv/CONSTANT_0                             
      0.0           443964       1631      272.2      213.0       163       4417        295.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/fc/CONSTANT_0                                   
      0.0           443658       1631      272.0      204.0       162      12428        514.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/dense/CONSTANT_0                          
      0.0           442869       1631      271.5      237.0       154      18165        512.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/CONSTANT_0                                 
      0.0           441114       1631      270.5      205.0       153       7621        492.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/CONSTANT_0                                 
      0.0           440845       1631      270.3      208.0       164       8448        403.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/fc/CONSTANT_0                                    
      0.0           440488       1631      270.1      210.0       168       4668        336.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/fc/CONSTANT_0                                    
      0.0           439989       1631      269.8      229.0       155       5531        282.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/CONSTANT_0                                
      0.0           439545       1631      269.5      175.0       138      19801        834.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           439119       1631      269.2      222.0       167       5776        282.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/qkv/CONSTANT_0                            
      0.0           438546       1631      268.9      230.0       156       7555        313.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/CONSTANT_0                                
      0.0           437950       1631      268.5      200.0       154      24322        672.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/dense/CONSTANT_0                           
      0.0           435440       1631      267.0      209.0       160      17242        616.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/proj/CONSTANT_0                                  
      0.0           433840       1631      266.0      229.0       158      24980        618.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/proj/CONSTANT_0                                 
      0.0           433590       1631      265.8      210.0       154       6320        308.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/CONSTANT_0                                
      0.0           432934       1631      265.4      204.0       138      21455        668.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           431221       1631      264.4      222.0       164      17135        509.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/dense/CONSTANT_0                          
      0.0           430202       1631      263.8      213.0       166      18895        547.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/qkv/CONSTANT_0                             
      0.0           430156       1631      263.7      223.0       165       8178        292.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/fc/CONSTANT_0                                   
      0.0           429751       1631      263.5      208.0       165       7650        331.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/qkv/CONSTANT_0                             
      0.0           428953       1631      263.0      220.0       164       5215        259.8  PushPop   TensorRT:BloomForCausalLM/lm_head/CONSTANT_0                                                        
      0.0           427736       1631      262.3      224.0       169       7185        221.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/fc/CONSTANT_0                                   
      0.0           427245       1631      262.0      219.0       163      17840        462.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/fc/CONSTANT_0                                   
      0.0           426789       1631      261.7      219.0       146       4045        262.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/CONSTANT_0                                
      0.0           426117       1631      261.3      204.0       160       6127        300.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/dense/CONSTANT_0                          
      0.0           424498       1631      260.3      209.0       168      13470        495.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/fc/CONSTANT_0                                    
      0.0           423936       1631      259.9      202.0       155      17087        599.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/proj/CONSTANT_0                                  
      0.0           423758       1631      259.8      214.0       165      12968        377.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/fc/CONSTANT_0                                   
      0.0           423252       1631      259.5      225.0       164       7372        197.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/qkv/CONSTANT_0                            
      0.0           422169       1631      258.8      207.0       162       6044        300.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/dense/CONSTANT_0                          
      0.0           422131       1631      258.8      206.0       164       7598        352.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/qkv/CONSTANT_0                             
      0.0           420873       1631      258.0      223.0       166      10440        265.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/qkv/CONSTANT_0                            
      0.0           420563       1631      257.9      213.0       167      14188        389.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/dense/CONSTANT_0                          
      0.0           419596       1631      257.3      207.0       153       3752        254.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/CONSTANT_0                                
      0.0           419525       1631      257.2      183.0       138      20400        607.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           419508       1631      257.2      205.0       165       5711        294.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/dense/CONSTANT_0                          
      0.0           419054       1631      256.9      213.0       151       5631        265.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/CONSTANT_0                                
      0.0           418527       1631      256.6      216.0       157      18291        453.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/CONSTANT_0                                
      0.0           417415       1631      255.9      221.0       152      17289        428.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/proj/CONSTANT_0                                 
      0.0           417157       1631      255.8      233.0       147      11719        296.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/proj/CONSTANT_0                                 
      0.0           416992       1631      255.7      179.0       138      18759        579.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           416970       1631      255.7      185.0       138      13757        492.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           416261       1631      255.2      201.0       161       6018        307.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/dense/CONSTANT_0                           
      0.0           415477       1631      254.7      232.0       163       3620        136.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/fc/CONSTANT_0                                   
      0.0           414822       1631      254.3      211.0       161      12579        367.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/proj/CONSTANT_0                                 
      0.0           414531       1631      254.2      211.0       156      14787        370.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/proj/CONSTANT_0                                 
      0.0           414442       1631      254.1      216.0       157      17487        461.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/proj/CONSTANT_0                                 
      0.0           414056       1631      253.9      194.0       138      10443        418.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           413994       1631      253.8      203.0       165       7454        343.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/dense/CONSTANT_0                           
      0.0           413393       1631      253.5      228.0       153       6804        237.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/CONSTANT_0                                
      0.0           412881       1631      253.1      210.0       145      13865        351.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/CONSTANT_0                                
      0.0           412221       1631      252.7      204.0       164      17349        495.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/fc/CONSTANT_0                                    
      0.0           412037       1631      252.6      212.0       160       8632        249.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/fc/CONSTANT_0                                   
      0.0           411960       1631      252.6      208.0       165      13348        441.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/dense/CONSTANT_0                          
      0.0           411342       1631      252.2      197.0       139       6591        376.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           411279       1631      252.2      212.0       166      14312        357.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/dense/CONSTANT_0                          
      0.0           411143       1631      252.1      215.0       162      17952        444.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/proj/CONSTANT_0                                 
      0.0           410381       1631      251.6      191.0       138       6265        342.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           410236       1631      251.5      206.0       151      17128        520.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/CONSTANT_0                                 
      0.0           410203       1631      251.5      222.0       167       8723        224.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/proj/CONSTANT_0                                 
      0.0           409887       1631      251.3      227.0       163        822         80.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/qkv/CONSTANT_0                            
      0.0           409416       1631      251.0      213.0       147       7026        189.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/CONSTANT_0                                
      0.0           409310       1631      251.0      174.0       138      17591        553.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           408798       1631      250.6      204.0       147       4096        260.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/CONSTANT_0                                 
      0.0           408110       1631      250.2      175.0       139      17522        718.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           407420       1631      249.8      212.0       145       5936        184.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/proj/CONSTANT_0                                 
      0.0           407065       1631      249.6      208.0       151      17103        425.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/proj/CONSTANT_0                                  
      0.0           406819       1631      249.4      206.0       150      16726        426.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/proj/CONSTANT_0                                  
      0.0           406424       1631      249.2      232.0       151       7050        185.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/proj/CONSTANT_0                                 
      0.0           405955       1631      248.9      215.0       167        787         78.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/qkv/CONSTANT_0                            
      0.0           405543       1631      248.6      227.0       152        743         82.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/CONSTANT_0                                
      0.0           405467       1631      248.6      207.0       164      14442        360.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/dense/CONSTANT_0                          
      0.0           404940       1631      248.3      211.0       168       3227        120.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/fc/CONSTANT_0                                   
      0.0           404632       1631      248.1      198.0       162       6028        303.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/dense/CONSTANT_0                           
      0.0           404448       1631      248.0      213.0       162        939         84.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/qkv/CONSTANT_0                            
      0.0           404344       1631      247.9      207.0       148      11211        283.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/CONSTANT_0                                
      0.0           404224       1631      247.8      201.0       149       3940        259.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/CONSTANT_0                                 
      0.0           403689       1631      247.5      209.0       165       5978        177.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/fc/CONSTANT_0                                    
      0.0           403499       1631      247.4      206.0       167      13898        347.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/dense/CONSTANT_0                           
      0.0           403176       1631      247.2      185.0       138      15200        447.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           402568       1631      246.8      183.0       138      16185        556.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           402308       1631      246.7      182.0       137      13047        416.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           402051       1631      246.5      208.0       168       6050        177.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/dense/CONSTANT_0                          
      0.0           401203       1631      246.0      213.0       165        719         76.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/qkv/CONSTANT_0                            
      0.0           401022       1631      245.9      207.0       164       7571        235.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/fc/CONSTANT_0                                    
      0.0           400909       1631      245.8      208.0       143       5428        153.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/dense/CONSTANT_0                          
      0.0           400380       1631      245.5      208.0       145      17530        437.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/proj/CONSTANT_0                                  
      0.0           400328       1631      245.4      175.0       138      17732        545.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           400013       1631      245.3      174.0       137       6709        412.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           399961       1631      245.2      205.0       147      16161        401.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/proj/CONSTANT_0                                  
      0.0           399826       1631      245.1      190.0       137       4456        285.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           398660       1631      244.4      206.0       147      13467        356.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/CONSTANT_0                                 
      0.0           398361       1631      244.2      178.0       137       6139        349.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           397848       1631      243.9      174.0       138       8137        468.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           396709       1631      243.2      206.0       165      10968        276.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/qkv/CONSTANT_0                             
      0.0           396524       1631      243.1      186.0       138      19945        644.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           396303       1631      243.0      182.0       137       6666        314.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           395137       1631      242.3      208.0       164       3123        105.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/fc/CONSTANT_0                                    
      0.0           395055       1631      242.2      209.0       148       5235        144.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/proj/CONSTANT_0                                 
      0.0           394557       1631      241.9      211.0       168        781         75.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/qkv/CONSTANT_0                             
      0.0           394130       1631      241.6      206.0       150       6621        177.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/CONSTANT_0                                 
      0.0           393333       1631      241.2      208.0       149        926         83.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/proj/CONSTANT_0                                 
      0.0           393126       1631      241.0      181.0       137      17594        516.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           392997       1631      241.0      182.0       141       6474        299.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           392502       1631      240.7      208.0       151       8617        220.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/proj/CONSTANT_0                                  
      0.0           392265       1631      240.5      199.0       138      12348        387.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           391360       1631      240.0      183.0       138       6341        283.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           390288       1631      239.3      200.0       163      12674        318.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/dense/CONSTANT_0                           
      0.0           390015       1631      239.1      201.0       146      18058        447.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/proj/CONSTANT_0                                  
      0.0           388259       1631      238.0      206.0       164        749         74.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/qkv/CONSTANT_0                             
      0.0           385106       1631      236.1      199.0       164      12375        309.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/dense/CONSTANT_0                           
      0.0           382743       1631      234.7      172.0       137      17266        594.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           381062       1631      233.6      207.0       167        722         68.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/attention/qkv/CONSTANT_0                             
      0.0           380773       1631      233.5      177.0       139       4643        282.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           380736       1631      233.4      175.0       138      17443        490.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           380671       1631      233.4      202.0       151       2550         97.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/CONSTANT_0                                 
      0.0           380431       1631      233.3      200.0       163       5953        159.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/dense/CONSTANT_0                           
      0.0           379195       1631      232.5      203.0       161       1012         78.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/dense/CONSTANT_0                           
      0.0           378430       1631      232.0      185.0       137      10992        291.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           375474       1631      230.2      187.0       138       7278        227.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           374718       1631      229.7      179.0       138      15238        456.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           374236       1631      229.5      171.0       137       9574        334.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           373466       1631      229.0      195.0       138       5173        168.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           373253       1631      228.8      191.0       137       5060        187.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           371294       1631      227.6      201.0       153        937         71.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/mlp/proj/CONSTANT_0                                  
      0.0           371292       1631      227.6      178.0       137      18908        469.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           371047       1631      227.5      185.0       138       8172        225.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           370673       1631      227.3      177.0       138      18161        476.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           366593       1631      224.8      173.0       137       4133        265.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           366007       1631      224.4      179.0       137      10954        287.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           365220       1631      223.9      176.0       137       8171        281.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           364353       1631      223.4      182.0       137       3255        114.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           363664       1631      223.0      176.0       138       3630        144.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfo…
      0.0           361659       1631      221.7      179.0       138       3499        118.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/la…
      0.0           357925       1631      219.5      176.0       140      12924        335.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           357543       1631      219.2      172.0       139      12382        348.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/qkv/CONSTANT_1 + BloomForCausalLM/transfor…
      0.0           356650       1631      218.7      171.0       138      13305        439.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0           348310       1631      213.6      173.0       137       8203        212.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/fc/CONSTANT_1 + BloomForCausalLM/transformer/lay…
      0.0            91505         49     1867.4     1577.0      1303       9808       1321.1  StartEnd  myelinBinaryGraphCreate                                                                             

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)    Min (ns)   Max (ns)    StdDev (ns)            Name         
 --------  ---------------  ---------  ------------  ------------  --------  -----------  ------------  ----------------------
     30.2      47030300023         43  1093727907.5       63085.0     10220  23436217041  3832372803.5  pthread_cond_wait     
     28.6      44514424168         14  3179601726.3  2002053627.5  22405904  22259276596  5533558609.3  select                
     28.1      43845665349         94   466443248.4       66954.5      1261  21285680638  3086929131.3  epoll_wait            
     11.1      17271595414        242    71370229.0   100164560.5      2444    100256117    43391014.3  poll                  
      0.9       1406274651       9691      145111.4        2168.0      1001   1152289593    11747871.6  read                  
      0.8       1191309950       2659      448029.3       58492.0      1000    516607070    10065110.3  ioctl                 
      0.1        152551808         47     3245783.1        5405.0      2251    151569380    22105639.0  mmap                  
      0.1        144163040      23308        6185.1        4205.0      1473       104899        4465.1  stat64                
      0.0         68587249       4561       15037.8       12802.0      1889      4119507       62317.8  open64                
      0.0         66773582      22715        2939.6        2785.0      2248        28472        1051.4  lstat64               
      0.0         23139881       8551        2706.1        2505.0      1689        85192        1487.8  fstat64               
      0.0         16918640          1    16918640.0    16918640.0  16918640     16918640           0.0  fork                  
      0.0          7362363         85       86616.0       84667.0      2462       883761      123483.1  munmap                
      0.0          5071337          1     5071337.0     5071337.0   5071337      5071337           0.0  nanosleep             
      0.0          4944215         13      380324.2      389629.0    178926       476805       87216.8  pthread_rwlock_rdlock 
      0.0          4822684        797        6051.0        5830.0      3092        26403        2060.1  openat                
      0.0          4489709         11      408155.4      204060.0     19382      1185132      424310.1  pthread_join          
